START,Symbol,,Name,,LastSale,END,
{ s: ,DDD,| n: ,3D Systems Corporation,| v: ,8.71,},
{ s: ,CTB,| n: ,Cooper Tire & Rubber Company,| v: ,29.14,},
{ s: ,CPS,| n: ,Cooper-Standard Holdings Inc.,| v: ,52.54,},
{ s: ,CTK,| n: ,CooTek (Cayman) Inc.,| v: ,9.8,},
{ s: ,CPA,| n: ,Copa Holdings S.A.,| v: ,94.24,},
{ s: ,CLB,| n: ,Core Laboratories N.V.,| v: ,57.6,},
{ s: ,CXW,| n: ,CoreCivic Inc.,| v: ,21.88,},
{ s: ,CLGX,| n: ,CoreLogic Inc.,| v: ,39.75,},
{ s: ,CORR,| n: ,CorEnergy Infrastructure Trust Inc.,| v: ,40.45,},
{ s: ,CORR^A,| n: ,CorEnergy Infrastructure Trust Inc.,| v: ,25.64,},
{ s: ,CPLG,| n: ,CorePoint Lodging Inc.,| v: ,13.3,},
{ s: ,COR,| n: ,CoreSite Realty Corporation,| v: ,113.85,},
{ s: ,GLW,| n: ,Corning Incorporated,| v: ,30.79,},
{ s: ,CAAP,| n: ,Corporacion America Airports SA,| v: ,8.07,},
{ s: ,GYC,| n: ,Corporate Asset Backed Corp CABCO,| v: ,20.85,},
{ s: ,OFC,| n: ,Corporate Office Properties Trust,| v: ,27.98,},
{ s: ,CZZ,| n: ,Cosan Limited,| v: ,11.76,},
{ s: ,CMRE,| n: ,Costamare Inc.,| v: ,5.8,},
{ s: ,CMRE^B,| n: ,Costamare Inc.,| v: ,23.2487,},
{ s: ,CMRE^C,| n: ,Costamare Inc.,| v: ,24.159,},
{ s: ,CMRE^D,| n: ,Costamare Inc.,| v: ,24.5,},
{ s: ,CMRE^E,| n: ,Costamare Inc.,| v: ,24.98,},
{ s: ,COT,| n: ,Cott Corporation,| v: ,13.98,},
{ s: ,COTY,| n: ,Coty Inc.,| v: ,11.73,},
{ s: ,CUZ,| n: ,Cousins Properties Incorporated,| v: ,9.3,},
{ s: ,CVA,| n: ,Covanta Holding Corporation,| v: ,17.98,},
{ s: ,CVIA,| n: ,Covia Holdings Corporation,| v: ,3.47,},
{ s: ,CPF,| n: ,CPB Inc.,| v: ,29.6,},
{ s: ,CPL,| n: ,CPFL Energia S.A.,| v: ,15.45,},
{ s: ,CR,| n: ,Crane Co.,| v: ,85.94,},
{ s: ,CRD.A,| n: ,Crawford & Company,| v: ,n/a,},
{ s: ,CRD.B,| n: ,Crawford & Company,| v: ,n/a,},
{ s: ,BAP,| n: ,Credicorp Ltd.,| v: ,223.85,},
{ s: ,CS,| n: ,Credit Suisse Group,| v: ,12.33,},
{ s: ,CPG,| n: ,Crescent Point Energy Corporation,| v: ,3.99,},
{ s: ,CEQP,| n: ,Crestwood Equity Partners LP,| v: ,36.58,},
{ s: ,CRH,| n: ,CRH PLC,| v: ,32.43,},
{ s: ,CRT,| n: ,Cross Timbers Royalty Trust,| v: ,12.35,},
{ s: ,CAPL,| n: ,CrossAmerica Partners LP,| v: ,15.65,},
{ s: ,CCI,| n: ,Crown Castle International Corporation,| v: ,125.68,},
{ s: ,CCI^A,| n: ,Crown Castle International Corporation,| v: ,1152.07,},
{ s: ,CCK,| n: ,Crown Holdings Inc.,| v: ,60.36,},
{ s: ,CRY,| n: ,CryoLife Inc.,| v: ,31.05,},
{ s: ,CSS,| n: ,CSS Industries Inc.,| v: ,6.45,},
{ s: ,CTS,| n: ,CTS Corporation,| v: ,28.45,},
{ s: ,CUBE,| n: ,CubeSmart,| v: ,32.82,},
{ s: ,CUB,| n: ,Cubic Corporation,| v: ,59.64,},
{ s: ,CFR,| n: ,Cullen/Frost Bankers Inc.,| v: ,101.06,},
{ s: ,CFR^A,| n: ,Cullen/Frost Bankers Inc.,| v: ,25.86,},
{ s: ,CULP,| n: ,Culp Inc.,| v: ,19.62,},
{ s: ,CMI,| n: ,Cummins Inc.,| v: ,165.39,},
{ s: ,CURO,| n: ,CURO Group Holdings Corp.,| v: ,11.59,},
{ s: ,CW,| n: ,Curtiss-Wright Corporation,| v: ,115.09,},
{ s: ,SRF,| n: ,Cushing Energy Income Fund (The),| v: ,7.59,},
{ s: ,SRV,| n: ,Cushing MLP & Infrastructure Total Return Fund,| v: ,10.15,},
{ s: ,SZC,| n: ,Cushing Renaissance Fund (The),| v: ,15.76,},
{ s: ,CWK,| n: ,Cushman & Wakefield plc,| v: ,18.18,},
{ s: ,CUBI,| n: ,Customers Bancorp Inc,| v: ,21.75,},
{ s: ,CUBI^C,| n: ,Customers Bancorp Inc,| v: ,25.8226,},
{ s: ,CUBI^D,| n: ,Customers Bancorp Inc,| v: ,25.9744,},
{ s: ,CUBI^E,| n: ,Customers Bancorp Inc,| v: ,26.11,},
{ s: ,CUBI^F,| n: ,Customers Bancorp Inc,| v: ,25.7447,},
{ s: ,CVI,| n: ,CVR Energy Inc.,| v: ,44.19,},
{ s: ,UAN,| n: ,CVR Partners LP,| v: ,3.64,},
{ s: ,CVS,| n: ,CVS Health Corporation,| v: ,55.16,},
{ s: ,CELP,| n: ,Cypress Energy Partners L.P.,| v: ,7.22,},
{ s: ,DHI,| n: ,D.R. Horton Inc.,| v: ,43.52,},
{ s: ,DAN,| n: ,Dana Incorporated,| v: ,17.08,},
{ s: ,DHR,| n: ,Danaher Corporation,| v: ,131.68,},
{ s: ,DHR^A,| n: ,Danaher Corporation,| v: ,1044.73,},
{ s: ,DAC,| n: ,Danaos Corporation,| v: ,10.7,},
{ s: ,DQ,| n: ,DAQO New Energy Corp.,| v: ,34.41,},
{ s: ,DRI,| n: ,Darden Restaurants Inc.,| v: ,121.75,},
{ s: ,DAR,| n: ,Darling Ingredients Inc.,| v: ,20.54,},
{ s: ,DVA,| n: ,DaVita Inc.,| v: ,52.11,},
{ s: ,DCP,| n: ,DCP Midstream LP,| v: ,32.26,},
{ s: ,DCP^B,| n: ,DCP Midstream LP,| v: ,24.8,},
{ s: ,DCP^C,| n: ,DCP Midstream LP,| v: ,24.88,},
{ s: ,DF,| n: ,Dean Foods Company,| v: ,1.76,},
{ s: ,DECK,| n: ,Deckers Outdoor Corporation,| v: ,146.12,},
{ s: ,DE,| n: ,Deere & Company,| v: ,156.05,},
{ s: ,DEX,| n: ,Delaware Enhanced Global Dividend,| v: ,9.71,},
{ s: ,DDF,| n: ,Delaware Investments Dividend & Income Fund Inc.,| v: ,13.54,},
{ s: ,DKL,| n: ,Delek Logistics Partners L.P.,| v: ,31.48,},
{ s: ,DK,| n: ,Delek US Holdings Inc.,| v: ,37.09,},
{ s: ,DELL,| n: ,Dell Technologies Inc.,| v: ,67.16,},
{ s: ,DLPH,| n: ,Delphi Technologies PLC,| v: ,21.75,},
{ s: ,DAL,| n: ,Delta Air Lines Inc.,| v: ,56.62,},
{ s: ,DLX,| n: ,Deluxe Corporation,| v: ,41.78,},
{ s: ,DNR,| n: ,Denbury Resources Inc.,| v: ,1.91,},
{ s: ,DBI,| n: ,Designer Brands Inc.,| v: ,21.8,},
{ s: ,DESP,| n: ,Despegar.com Corp.,| v: ,13.5,},
{ s: ,DKT,| n: ,Deutsch Bk Contingent Cap Tr V,| v: ,25.8,},
{ s: ,DB,| n: ,Deutsche Bank AG,| v: ,7.87,},
{ s: ,DXB,| n: ,Deutsche Bank AG,| v: ,25.3699,},
{ s: ,DVN,| n: ,Devon Energy Corporation,| v: ,31.31,},
{ s: ,DHX,| n: ,DHI Group Inc.,| v: ,3.89,},
{ s: ,DHT,| n: ,DHT Holdings Inc.,| v: ,5.8,},
{ s: ,DEO,| n: ,Diageo plc,| v: ,170.03,},
{ s: ,DO,| n: ,Diamond Offshore Drilling Inc.,| v: ,9.37,},
{ s: ,DSSI,| n: ,Diamond S Shipping Inc.,| v: ,13.7,},
{ s: ,DRH,| n: ,Diamondrock Hospitality Company,| v: ,10.78,},
{ s: ,DSX,| n: ,Diana Shipping inc.,| v: ,3.17,},
{ s: ,DSX^B,| n: ,Diana Shipping inc.,| v: ,24.45,},
{ s: ,DKS,| n: ,Dick&#39;s Sporting Goods Inc,| v: ,36.55,},
{ s: ,DBD,| n: ,Diebold Nixdorf Incorporated,| v: ,10.56,},
{ s: ,DLR,| n: ,Digital Realty Trust Inc.,| v: ,117.58,},
{ s: ,DLR^C,| n: ,Digital Realty Trust Inc.,| v: ,26.7,},
{ s: ,DLR^G,| n: ,Digital Realty Trust Inc.,| v: ,25.15,},
{ s: ,DLR^I,| n: ,Digital Realty Trust Inc.,| v: ,26.08,},
{ s: ,DLR^J,| n: ,Digital Realty Trust Inc.,| v: ,24.71,},
{ s: ,DLR^K,| n: ,Digital Realty Trust Inc.,| v: ,25.43,},
{ s: ,DDS,| n: ,Dillard&#39;s Inc.,| v: ,66.11,},
{ s: ,DDT,| n: ,Dillard&#39;s Inc.,| v: ,26.795,},
{ s: ,DIN,| n: ,Dine Brands Global Inc.,| v: ,89.79,},
{ s: ,DPLO,| n: ,Diplomat Pharmacy Inc.,| v: ,5.94,},
{ s: ,DFS,| n: ,Discover Financial Services,| v: ,79.46,},
{ s: ,DNI,| n: ,Dividend and Income Fund,| v: ,11.77,},
{ s: ,DLB,| n: ,Dolby Laboratories,| v: ,64.5,},
{ s: ,DG,| n: ,Dollar General Corporation,| v: ,121.84,},
{ s: ,D,| n: ,Dominion Energy Inc.,| v: ,74.56,},
{ s: ,DCUD,| n: ,Dominion Energy Inc.,| v: ,49.69,},
{ s: ,DRUA,| n: ,Dominion Energy Inc.,| v: ,25.2,},
{ s: ,DPZ,| n: ,Domino&#39;s Pizza Inc,| v: ,278.37,},
{ s: ,UFS,| n: ,Domtar Corporation,| v: ,46.5,},
{ s: ,DCI,| n: ,Donaldson Company Inc.,| v: ,52.16,},
{ s: ,DFIN,| n: ,Donnelley Financial Solutions Inc.,| v: ,15.1,},
{ s: ,LPG,| n: ,Dorian LPG Ltd.,| v: ,7.71,},
{ s: ,DSL,| n: ,DoubleLine Income Solutions Fund,| v: ,20.35,},
{ s: ,DBL,| n: ,DoubleLine Opportunistic Credit Fund,| v: ,20.22,},
{ s: ,PLOW,| n: ,Douglas Dynamics Inc.,| v: ,37.02,},
{ s: ,DEI,| n: ,Douglas Emmett Inc.,| v: ,41.3,},
{ s: ,DOV,| n: ,Dover Corporation,| v: ,96.81,},
{ s: ,DVD,| n: ,Dover Motorsports Inc.,| v: ,2.05,},
{ s: ,DOW,| n: ,Dow Inc.,| v: ,53.07,},
{ s: ,DWDP,| n: ,DowDuPont Inc.,| v: ,31.48,},
{ s: ,RDY,| n: ,Dr. Reddy&#39;s Laboratories Ltd,| v: ,41.4,},
{ s: ,DRD,| n: ,DRDGOLD Limited,| v: ,1.89,},
{ s: ,DCF,| n: ,Dreyfus Alcentra,| v: ,9.02,},
{ s: ,DHF,| n: ,Dreyfus High Yield Strategies Fund,| v: ,3.08,},
{ s: ,DMB,| n: ,Dreyfus Municipal Bond Infrastructure Fund Inc.,| v: ,13.32,},
{ s: ,DSM,| n: ,Dreyfus Strategic Municipal Bond Fund Inc.,| v: ,7.97,},
{ s: ,LEO,| n: ,Dreyfus Strategic Municipals Inc.,| v: ,8.19,},
{ s: ,DRQ,| n: ,Dril-Quip Inc.,| v: ,41.42,},
{ s: ,DS,| n: ,Drive Shack Inc.,| v: ,5.23,},
{ s: ,DS^B,| n: ,Drive Shack Inc.,| v: ,25.95,},
{ s: ,DS^C,| n: ,Drive Shack Inc.,| v: ,25.2,},
{ s: ,DS^D,| n: ,Drive Shack Inc.,| v: ,24.6868,},
{ s: ,DTE,| n: ,DTE Energy Company,| v: ,125.98,},
{ s: ,DTJ,| n: ,DTE Energy Company,| v: ,25.72,},
{ s: ,DTQ,| n: ,DTE Energy Company,| v: ,25.07,},
{ s: ,DTV,| n: ,DTE Energy Company,| v: ,55.8,},
{ s: ,DTW,| n: ,DTE Energy Company,| v: ,25.44,},
{ s: ,DTY,| n: ,DTE Energy Company,| v: ,26.39,},
{ s: ,DCO,| n: ,Ducommun Incorporated,| v: ,49.21,},
{ s: ,DPG,| n: ,Duff & Phelps Global Utility Income Fund Inc.,| v: ,14.83,},
{ s: ,DSE,| n: ,Duff & Phelps Select MLP and Midstream Energy Fund,| v: ,5.04,},
{ s: ,DNP,| n: ,Duff & Phelps Utilities Income Inc.,| v: ,11.65,},
{ s: ,DTF,| n: ,Duff & Phelps Utilities Tax-Free Income Inc.,| v: ,13.75,},
{ s: ,DUC,| n: ,Duff & Phelps Utility & Corporate Bond Trust Inc.,| v: ,8.65,},
{ s: ,DUK,| n: ,Duke Energy Corporation,| v: ,87.99,},
{ s: ,DUK^A,| n: ,Duke Energy Corporation,| v: ,26.24,},
{ s: ,DUKB,| n: ,Duke Energy Corporation,| v: ,25.95,},
{ s: ,DUKH,| n: ,Duke Energy Corporation,| v: ,25.01,},
{ s: ,DRE,| n: ,Duke Realty Corporation,| v: ,30.68,},
{ s: ,DXC,| n: ,DXC Technology Company,| v: ,59.03,},
{ s: ,DY,| n: ,Dycom Industries Inc.,| v: ,48.5,},
{ s: ,DLNG,| n: ,Dynagas LNG Partners LP,| v: ,2.29,},
{ s: ,DLNG^A,| n: ,Dynagas LNG Partners LP,| v: ,19.6085,},
{ s: ,DLNG^B,| n: ,Dynagas LNG Partners LP,| v: ,19.6,},
{ s: ,DX,| n: ,Dynex Capital Inc.,| v: ,5.95,},
{ s: ,DX^A,| n: ,Dynex Capital Inc.,| v: ,26.0551,},
{ s: ,DX^B,| n: ,Dynex Capital Inc.,| v: ,24.1973,},
{ s: ,DD^A,| n: ,E.I. du Pont de Nemours and Company,| v: ,83.7881,},
{ s: ,DD^B,| n: ,E.I. du Pont de Nemours and Company,| v: ,103.41,},
{ s: ,ELF,| n: ,e.l.f. Beauty Inc.,| v: ,11.38,},
{ s: ,EGIF,| n: ,Eagle Growth and Income Opportunities Fund,| v: ,15.25,},
{ s: ,EXP,| n: ,Eagle Materials Inc,| v: ,89.08,},
{ s: ,ECC      ,| n: ,Eagle Point Credit Company Inc.,| v: ,17.28,},
{ s: ,ECCA,| n: ,Eagle Point Credit Company Inc.,| v: ,25.69,},
{ s: ,ECCB,| n: ,Eagle Point Credit Company Inc.,| v: ,26.1,},
{ s: ,ECCX,| n: ,Eagle Point Credit Company Inc.,| v: ,25.4034,},
{ s: ,ECCY,| n: ,Eagle Point Credit Company Inc.,| v: ,25.47,},
{ s: ,ESTE,| n: ,Earthstone Energy Inc.,| v: ,7.19,},
{ s: ,DEA,| n: ,Easterly Government Properties Inc.,| v: ,18.18,},
{ s: ,EGP,| n: ,EastGroup Properties Inc.,| v: ,112.14,},
{ s: ,EMN,| n: ,Eastman Chemical Company,| v: ,75.78,},
{ s: ,KODK,| n: ,Eastman Kodak Company,| v: ,2.48,},
{ s: ,ETN,| n: ,Eaton Corporation PLC,| v: ,81.49,},
{ s: ,ETV,| n: ,Eaton Vance Corporation,| v: ,15.1,},
{ s: ,ETW,| n: ,Eaton Vance Corporation,| v: ,9.79,},
{ s: ,EV,| n: ,Eaton Vance Corporation,| v: ,39.54,},
{ s: ,EOI,| n: ,Eaton Vance Enhance Equity Income Fund,| v: ,14.73,},
{ s: ,EOS,| n: ,Eaton Vance Enhanced Equity Income Fund II,| v: ,17.07,},
{ s: ,EFT,| n: ,Eaton Vance Floating Rate Income Trust,| v: ,13.57,},
{ s: ,EFL,| n: ,Eaton Vance Floating-Rate 2022 Target Term Trust,| v: ,9.44,},
{ s: ,EFF,| n: ,Eaton vance Floating-Rate Income Plus Fund,| v: ,15.35,},
{ s: ,EHT,| n: ,Eaton Vance High Income 2021 Target Term Trust,| v: ,9.76,},
{ s: ,ETX      ,| n: ,Eaton Vance Municipal Income 2028 Term Trust,| v: ,20.68,},
{ s: ,EOT,| n: ,Eaton Vance Municipal Income Trust,| v: ,22.37,},
{ s: ,EVN,| n: ,Eaton Vance Municipal Income Trust,| v: ,12.15,},
{ s: ,ETJ,| n: ,Eaton Vance Risk-Managed Diversified Equity Income Fund,| v: ,9.46,},
{ s: ,EFR,| n: ,Eaton Vance Senior Floating-Rate Fund,| v: ,13.41,},
{ s: ,EVF,| n: ,Eaton Vance Senior Income Trust,| v: ,6.24,},
{ s: ,EVG,| n: ,Eaton Vance Short Diversified Income Fund,| v: ,13.0779,},
{ s: ,EVT,| n: ,Eaton Vance Tax Advantaged Dividend Income Fund,| v: ,23.42,},
{ s: ,ETO,| n: ,Eaton Vance Tax-Advantage Global Dividend Opp,| v: ,23.81,},
{ s: ,ETG,| n: ,Eaton Vance Tax-Advantaged Global Dividend Income Fund,| v: ,15.73,},
{ s: ,ETB,| n: ,Eaton Vance Tax-Managed Buy-Write Income Fund,| v: ,16.03,},
{ s: ,EXD,| n: ,Eaton Vance Tax-Managed Buy-Write Strategy Fund,| v: ,9.35,},
{ s: ,ETY,| n: ,Eaton Vance Tax-Managed Diversified Equity Income Fund,| v: ,11.74,},
{ s: ,EXG,| n: ,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,| v: ,8.2,},
{ s: ,ECT,| n: ,ECA Marcellus Trust I,| v: ,1.88,},
{ s: ,ECL,| n: ,Ecolab Inc.,| v: ,181.07,},
{ s: ,EC,| n: ,Ecopetrol S.A.,| v: ,18.64,},
{ s: ,EIX,| n: ,Edison International,| v: ,59.19,},
{ s: ,EW,| n: ,Edwards Lifesciences Corporation,| v: ,181.1,},
{ s: ,EP^C,| n: ,El Paso Corporation,| v: ,50.5,},
{ s: ,EE,| n: ,El Paso Electric Company,| v: ,59.85,},
{ s: ,ELAN,| n: ,Elanco Animal Health Incorporated,| v: ,33.3,},
{ s: ,ESTC,| n: ,Elastic N.V.,| v: ,88.34,},
{ s: ,EGO,| n: ,Eldorado Gold Corporation,| v: ,3.5,},
{ s: ,ESI,| n: ,Element Solutions Inc.,| v: ,11.14,},
{ s: ,ELVT,| n: ,Elevate Credit Inc.,| v: ,4.9,},
{ s: ,LLY,| n: ,Eli Lilly and Company,| v: ,116.22,},
{ s: ,EFC,| n: ,Ellington Financial Inc.,| v: ,18.14,},
{ s: ,EARN,| n: ,Ellington Residential Mortgage REIT,| v: ,11.6,},
{ s: ,AKO.A,| n: ,Embotelladora Andina S.A.,| v: ,n/a,},
{ s: ,AKO.B,| n: ,Embotelladora Andina S.A.,| v: ,n/a,},
{ s: ,ERJ,| n: ,Embraer S.A.,| v: ,19.57,},
{ s: ,EME,| n: ,EMCOR Group Inc.,| v: ,82.58,},
{ s: ,EEX,| n: ,Emerald Expositions Events Inc.,| v: ,13.1,},
{ s: ,EMES,| n: ,Emerge Energy Services LP,| v: ,0.2686,},
{ s: ,EBS,| n: ,Emergent Biosolutions Inc.,| v: ,46.69,},
{ s: ,EMR,| n: ,Emerson Electric Company,| v: ,66.93,},
{ s: ,ESRT,| n: ,Empire State Realty Trust Inc.,| v: ,15.35,},
{ s: ,EIG,| n: ,Employers Holdings Inc,| v: ,43.04,},
{ s: ,EDN,| n: ,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),| v: ,19.22,},
{ s: ,ENBL,| n: ,Enable Midstream Partners LP,| v: ,14.16,},
{ s: ,ENB,| n: ,Enbridge Inc,| v: ,36.85,},
{ s: ,ENBA,| n: ,Enbridge Inc,| v: ,26.46,},
{ s: ,ECA,| n: ,Encana Corporation,| v: ,6.59,},
{ s: ,EHC,| n: ,Encompass Health Corporation,| v: ,62.34,},
{ s: ,DAVA,| n: ,Endava plc,| v: ,33.07,},
{ s: ,EXK,| n: ,Endeavour Silver Corporation,| v: ,1.86,},
{ s: ,ENIA,| n: ,Enel Americas S.A.,| v: ,7.99,},
{ s: ,ENIC,| n: ,Enel Chile S.A.,| v: ,4.48,},
{ s: ,ENR,| n: ,Energizer Holdings Inc.,| v: ,43.5,},
{ s: ,ENR^A,| n: ,Energizer Holdings Inc.,| v: ,95.41,},
{ s: ,EPC,| n: ,Energizer Holdings Inc.,| v: ,33.06,},
{ s: ,ET,| n: ,Energy Transfer L.P.,| v: ,15.11,},
{ s: ,ETP^C,| n: ,Energy Transfer Operating L.P.,| v: ,24.18,},
{ s: ,ETP^D,| n: ,Energy Transfer Operating L.P.,| v: ,24.59,},
{ s: ,ETP^E,| n: ,Energy Transfer Operating L.P.,| v: ,24.79,},
{ s: ,ERF,| n: ,Enerplus Corporation,| v: ,8.85,},
{ s: ,ENS,| n: ,Enersys,| v: ,65.73,},
{ s: ,E,| n: ,ENI S.p.A.,| v: ,32.24,},
{ s: ,ENLC,| n: ,EnLink Midstream LLC,| v: ,11.05,},
{ s: ,EBF,| n: ,Ennis Inc.,| v: ,19.64,},
{ s: ,ENVA,| n: ,Enova International Inc.,| v: ,24.84,},
{ s: ,NPO,| n: ,EnPro Industries,| v: ,65.6,},
{ s: ,ESV,| n: ,Ensco Rowan plc,| v: ,11.71,},
{ s: ,ETM,| n: ,Entercom Communications Corp.,| v: ,6.53,},
{ s: ,EAB,| n: ,Entergy Arkansas LLC,| v: ,25.5915,},
{ s: ,EAE,| n: ,Entergy Arkansas LLC,| v: ,25.231,},
{ s: ,EAI,| n: ,Entergy Arkansas LLC,| v: ,25.073,},
{ s: ,ETR,| n: ,Entergy Corporation,| v: ,96.33,},
{ s: ,ELC,| n: ,Entergy Louisiana Inc.,| v: ,25,},
{ s: ,ELJ,| n: ,Entergy Louisiana Inc.,| v: ,25.19,},
{ s: ,ELU,| n: ,Entergy Louisiana Inc.,| v: ,24.64,},
{ s: ,EMP,| n: ,Entergy Mississippi LLC,| v: ,25.21,},
{ s: ,ENJ,| n: ,Entergy New Orleans LLC,| v: ,25.05,},
{ s: ,ENO,| n: ,Entergy New Orleans LLC,| v: ,25.86,},
{ s: ,EZT,| n: ,Entergy Texas Inc,| v: ,25.895,},
{ s: ,EPD,| n: ,Enterprise Products Partners L.P.,| v: ,28.73,},
{ s: ,EVC,| n: ,Entravision Communications Corporation,| v: ,3.11,},
{ s: ,ENV,| n: ,Envestnet Inc,| v: ,68.27,},
{ s: ,EVA,| n: ,Enviva Partners LP,| v: ,32.45,},
{ s: ,ENZ,| n: ,Enzo Biochem Inc.,| v: ,3.71,},
{ s: ,EOG,| n: ,EOG Resources Inc.,| v: ,95,},
{ s: ,EPE,| n: ,EP Energy Corporation,| v: ,0.2391,},
{ s: ,EPAM,| n: ,EPAM Systems Inc.,| v: ,171.14,},
{ s: ,EPR,| n: ,EPR Properties,| v: ,77.43,},
{ s: ,EPR^C,| n: ,EPR Properties,| v: ,32.2,},
{ s: ,EPR^E,| n: ,EPR Properties,| v: ,38,},
{ s: ,EPR^G,| n: ,EPR Properties,| v: ,24.48,},
{ s: ,EQM,| n: ,EQM Midstream Partners LP,| v: ,44.55,},
{ s: ,EQT,| n: ,EQT Corporation,| v: ,21.05,},
{ s: ,EFX,| n: ,Equifax Inc.,| v: ,119.4,},
{ s: ,EQNR,| n: ,Equinor ASA,| v: ,21.11,},
{ s: ,ETRN,| n: ,Equitrans Midstream Corporation,| v: ,21.04,},
{ s: ,EQC,| n: ,Equity Commonwealth,| v: ,32.07,},
{ s: ,EQC^D,| n: ,Equity Commonwealth,| v: ,26.915,},
{ s: ,ELS,| n: ,Equity Lifestyle Properties Inc.,| v: ,117.03,},
{ s: ,EQR,| n: ,Equity Residential,| v: ,75.83,},
{ s: ,EQS,| n: ,Equus Total Return Inc.,| v: ,1.79,},
{ s: ,ERA,| n: ,Era Group Inc.,| v: ,9.33,},
{ s: ,EROS,| n: ,Eros International PLC,| v: ,8.36,},
{ s: ,ESE,| n: ,ESCO Technologies Inc.,| v: ,74.4,},
{ s: ,ESNT,| n: ,Essent Group Ltd.,| v: ,47.31,},
{ s: ,EPRT,| n: ,Essential Properties Realty Trust Inc.,| v: ,20.38,},
{ s: ,ESS,| n: ,Essex Property Trust Inc.,| v: ,283.84,},
{ s: ,EL,| n: ,Estee Lauder Companies Inc. (The),| v: ,164.35,},
{ s: ,ETH,| n: ,Ethan Allen Interiors Inc.,| v: ,22.84,},
{ s: ,EURN,| n: ,Euronav NV,| v: ,9.5,},
{ s: ,EEA,| n: ,European Equity Fund Inc. (The),| v: ,8.74,},
{ s: ,EB,| n: ,Eventbrite Inc.,| v: ,18.38,},
{ s: ,EVR,| n: ,Evercore Inc.,| v: ,90.17,},
{ s: ,RE,| n: ,Everest Re Group Ltd.,| v: ,248.74,},
{ s: ,EVRG,| n: ,Evergy Inc.,| v: ,58.12,},
{ s: ,EVRI,| n: ,Everi Holdings Inc.,| v: ,10.28,},
{ s: ,ES,| n: ,Eversource Energy,| v: ,71.76,},
{ s: ,EVTC,| n: ,Evertec Inc.,| v: ,28.14,},
{ s: ,EVH,| n: ,Evolent Health Inc,| v: ,14.52,},
{ s: ,AQUA,| n: ,Evoqua Water Technologies Corp.,| v: ,12.74,},
{ s: ,XAN,| n: ,Exantas Capital Corp.,| v: ,11.32,},
{ s: ,XAN^C,| n: ,Exantas Capital Corp.,| v: ,25.95,},
{ s: ,EXC,| n: ,Exelon Corporation,| v: ,49.33,},
{ s: ,EXPR,| n: ,Express Inc.,| v: ,3.66,},
{ s: ,EXTN,| n: ,Exterran Corporation,| v: ,13.38,},
{ s: ,EXR,| n: ,Extra Space Storage Inc,| v: ,105.88,},
{ s: ,XOM,| n: ,Exxon Mobil Corporation,| v: ,76.56,},
{ s: ,FNB,| n: ,F.N.B. Corporation,| v: ,11.99,},
{ s: ,FNB^E,| n: ,F.N.B. Corporation,| v: ,28.15,},
{ s: ,FN,| n: ,Fabrinet,| v: ,58.77,},
{ s: ,FDS,| n: ,FactSet Research Systems Inc.,| v: ,280.79,},
{ s: ,FICO,| n: ,Fair Isaac Corporation,| v: ,287.33,},
{ s: ,SFUN,| n: ,Fang Holdings Limited,| v: ,1.3,},
{ s: ,FPAC,| n: ,Far Point Acquisition Corporation,| v: ,10.03,},
{ s: ,FPAC.U,| n: ,Far Point Acquisition Corporation,| v: ,n/a,},
{ s: ,FPAC.WS,| n: ,Far Point Acquisition Corporation,| v: ,n/a,},
{ s: ,FTCH,| n: ,Farfetch Limited,| v: ,23.94,},
{ s: ,FPI,| n: ,Farmland Partners Inc.,| v: ,6.48,},
{ s: ,FPI^B,| n: ,Farmland Partners Inc.,| v: ,23.74,},
{ s: ,FBK,| n: ,FB Financial Corporation,| v: ,35.42,},
{ s: ,FFG,| n: ,FBL Financial Group Inc.,| v: ,64.88,},
{ s: ,AGM,| n: ,Federal Agricultural Mortgage Corporation,| v: ,76.34,},
{ s: ,AGM.A,| n: ,Federal Agricultural Mortgage Corporation,| v: ,n/a,},
{ s: ,AGM^A,| n: ,Federal Agricultural Mortgage Corporation,| v: ,25.6303,},
{ s: ,AGM^B,| n: ,Federal Agricultural Mortgage Corporation,| v: ,25.49,},
{ s: ,AGM^C,| n: ,Federal Agricultural Mortgage Corporation,| v: ,26.13,},
{ s: ,FRT,| n: ,Federal Realty Investment Trust,| v: ,129.36,},
{ s: ,FRT^C,| n: ,Federal Realty Investment Trust,| v: ,24.23,},
{ s: ,FSS,| n: ,Federal Signal Corporation,| v: ,26.08,},
{ s: ,FII,| n: ,Federated Investors Inc.,| v: ,31.9,},
{ s: ,FMN,| n: ,Federated Premier Municipal Income Fund,| v: ,13.62,},
{ s: ,FDX,| n: ,FedEx Corporation,| v: ,178,},
{ s: ,RACE,| n: ,Ferrari N.V.,| v: ,141.33,},
{ s: ,FGP,| n: ,Ferrellgas Partners L.P.,| v: ,1.26,},
{ s: ,FOE,| n: ,Ferro Corporation,| v: ,15.82,},
{ s: ,FG,| n: ,FGL Holdings,| v: ,8.53,},
{ s: ,FG.WS,| n: ,FGL Holdings,| v: ,n/a,},
{ s: ,FCAU,| n: ,Fiat Chrysler Automobiles N.V.,| v: ,14.72,},
{ s: ,FNF,| n: ,Fidelity National Financial Inc.,| v: ,39.36,},
